,text,unit
5024," The energy of hydrogen-atom in its ground state is \(- 13.6eV\). The
energy of the level corresponding to \(n = 5\) is

(1) \(- 0.544eV\)

(2) \(- 5.40eV\)

(3) \(- 0.85eV\)

(4) \(- 2.72eV\)

",Modern Physics - Atoms
5025," If the electron in hydrogen atom jumps from third orbit to second
orbit, the wavelength of the emitted radiation is given by

(1) \(\lambda = \frac{36}{5R}\)

(2) \(\lambda = \frac{5R}{36}\)

(3) \(\lambda = \frac{5}{R}\)

(4) \(\lambda = \frac{R}{6}\)

",Modern Physics - Atoms
5026," When an electron is excited to \(n^{\text{th}\text{~}}\) energy
state in hydrogen, the possible number of spectral lines emitted are

(1) \(n\)

(2) \(2n\)

(3) \(\frac{n^{2} - n}{2}\)

(4) \(\frac{n^{2} + n}{2}\)

",Modern Physics - Atoms
5027," Which series of hydrogen atom lie in infra red region?

(1) Lyman

(2) Balmer

(3) Brackett, Paschen and Pfund

(4) All of these

",Modern Physics - Atoms
5028," Using Bohr's formula for energy quantization, the ionisation
potential of the ground state of \(\text{Li}^{+ +}\)atoms is

(1) \(122\text{\ }V\)

(2) \(13.6\text{\ }V\)

(3) \(3.4\text{\ }V\)

(4) \(10.2\text{\ }V\)

",Modern Physics - Atoms
5029," The total energy of an electron in the hydrogen atom in the ground
state is \(- 13.6eV\). The kinetic energy of this electron is

(1) \(13.6eV\)

(2) 0

(3) \(- 13.6eV\)

(4) \(6.8eV\)

",Modern Physics - Atoms
5030," The wavelength of first member of Balmer series in hydrogen spectrum
is \(\lambda\). Calculate the wavelength of first member of Lyman series
in the same spectrum

(1) \((5/27)\lambda\)

(2) \((4/27)\lambda\)

(3) \((27/5)\lambda\)

(4) \((27/4)\lambda\)

",Modern Physics - Atoms
5031," Which state of triply ionised beryllium
\(\left( \text{Be}^{3 +} \right)\) has the same orbital radius as that
of the ground state of hydrogen?

(1) 1

(2) 2

(3) 3

(4) 4


",Modern Physics - Atoms
5032," Energy levels \(A,B,C\) of a certain atom correspond to increasing
values of energy i.e. \(E_{A} < E_{B} < E_{C}\). If \(\lambda_{1}\),
\(\lambda_{2}\) and \(\lambda_{3}\) be the wavelength corresponding to
the transitions \(C\) to \(B,B\) to \(A\) and \(C\) to \(A\)
respectively, then which of the following is correct?

(1) \(\lambda_{3} = \lambda_{1} + \lambda_{2}\)

(2)
\(\lambda_{3} = \frac{\lambda_{1}\lambda_{2}}{\left( \lambda_{1} + \lambda_{2} \right)}\)

(3) \(\lambda_{1} = \lambda_{2}\lambda_{3}/\lambda_{2} + \lambda_{3}\)

(4) \(\lambda_{3}^{2}/\lambda_{1}\ ^{2} + \lambda_{2}\ ^{2}\)


",Modern Physics - Atoms
5033," The minimum wavelength of the \(X\)-rays produced at accelerating
potential \(V\) is \(\lambda\). If the accelerating potential is changed
to \(2\text{\ }V\), then the minimum wavelength would become

(1) \(4\lambda\)

(2) \(2\lambda\)

(3) \(\lambda 2\)

(4) \(\lambda 4\)

",Modern Physics - Atoms
5034," X-rays of a particular wavelength are used to irradiate sodium and
copper surfaces in two separate experiments and stopping potentials are
determined. The stopping potentials are

(1) Equal in both cases

(2) Greater for sodium

(3) Greater for copper

(4) Infinite in both cases

",Modern Physics - Atoms
5035," An X-ray tube has a short wavelength end at \(0.45\text{ÅÅ}\). The
voltage of tube is

(1) \(450000\text{\ }V\)

(2) \(9600\text{\ }V\)

(3) \(27500\text{\ }V\)

(4) \(60600\text{\ }V\)

",Modern Physics - Atoms
5036," The frequencies of \(X\)-rays, \(\gamma\)-rays and U.V. rays are
respectively \(a,b\) and \(c\). Then

(1) \(a < b,b < c\)

(2) \(a < b,b > c\)

(3) \(a > b,b > c\)

(4) \(a > b,b < c\)


",Modern Physics - Atoms
5037," The wavelength of the \(K_{\alpha}\) line for an element of atomic
number 43 is \(\lambda\). The wavelength of the \(K_{\alpha}\) line for
an element of atomic number 29 is

(1) \(\left( \frac{43}{29} \right)\lambda\)

(2) \(\left( \frac{42}{28} \right)\lambda\)

(3) \(\left( \frac{9}{4} \right)\lambda\)

(4) \(\left( \frac{4}{9} \right)\lambda\)

",Modern Physics - Atoms
5038," X-rays incident on a material

(1) Will exert a force on it

(2) Will transfer energy to it

(3) May cause emission of electrons

(4) All of these

",Modern Physics - Atoms
5039," Penetrating power of \(X\)-rays increases with increase in

(1) Accelerating potential

(2) Wavelength

(3) Mass number of the target material

(4) Filament current

",Modern Physics - Atoms
5040," If the potential difference \(V\) applied to the coolidge tube is
doubled, then the cut off wavelength

(1) Is doubled

(2) Is halved

(3) Remains unchanged

(4) Is quadrupled

",Modern Physics - Atoms
5041," Laser is/are

(1) Highly coherent

(2) Highly monochromatic

(3) Highly directional

(4) All of these

",Modern Physics - Atoms
5042," A situation of population inversion is related to

(1) Matter wave

(2) \(\gamma\)-ray

(3) X-ray

(4) LASER

",Modern Physics - Atoms
5043," In He-Ne laser, metastable state exists in

(1) \(\text{He}\)

(2) \(\text{Ne}\)

(3) Both (1) \& (2)

(4) Neither He nor \(\text{Ne}\)

",Modern Physics - Atoms
5044," \textbf{40.} If the emitted radiation falls in the microwave region, the
device is termed as

(1) LASER

(2) MASER

(3) Both (1) \& (2)

(4) None of these

",Modern Physics - Atoms
5045," The wavelength of radiation emitted is \(\lambda_{0}\) when an
electron jumps from third to second orbit of hydrogen atom. For the
electron to jump from the fourth to the second orbit of the hydrogen
atom, the wavelength of radiation emitted will be

(1) \(\frac{16}{25}\lambda_{0}\)

(2) \(\frac{20}{27}\lambda_{0}\)

(3) \(\frac{27}{20}\lambda_{0}\)

(4) \(\frac{25}{16}\lambda_{0}\)

",Modern Physics - Atoms
5046," An electron in a hydrogen atom makes a transition from \(n_{1}\) to
\(n_{2}\). If the time period of electron in the initial state is eight
times that in the final state then

(1) \(n_{1} = 3n_{2}\)

(2) \(n_{1} = 4n_{2}\)

(3) \(n_{1} = 2n_{2}\)

(4) \(n_{1} = 5n_{2}\)

",Modern Physics - Atoms
5047," When a hydrogen atom emits a photon of energy \(12.09eV\), its
orbital angular momentum changes by (where \(h\) is Planck's constant)

(1) \(\frac{3h}{\pi}\)

(2) \(\frac{2h}{\pi}\)

(3) \(\frac{h}{\pi}\)

(4) \(\frac{4h}{\pi}\)

",Modern Physics - Atoms
5048," If the frequency of \(K_{\alpha}X\)-rays emitted from the element
with atomic number 31 is \(v\) then the frequency of
\(K_{\alpha}X\)-rays emitted from the element with atomic number 51
would be

(1) \(\frac{5}{3}v\)

(2) \(\frac{51}{31}v\)

(3) \(\frac{25}{9}v\)

(4) \(\frac{9}{25}v\)


",Modern Physics - Atoms
5049," A hydrogen atom is in ground state. In order to get six lines in its
emission spectrum, wavelength of incident radiation should be

(1) \(800\text{Å}\)

(2) \(825\text{Å}\)

(3) \(970\text{Å}\)

(4) \(1025\text{Å}\)

",Modern Physics - Atoms
5050," The X-ray beam coming from the X-rays tube will be

(1) Monochromatic

(2) Dichromatic

(3) Having all wavelengths greater than a certain minimum wavelength

(4) Having all wavelengths between a minimum and maximum wavelengths

",Modern Physics - Atoms
5051," If the energy in the first excited state in hydrogen atom is
\(23.8eV\) then the potential energy of a hydrogen atom in the ground
state can be assumed to be

(1) \(10eV\)

(2) \(23.3eV\)

(3) \(- 13.6eV\)

(4) Zero

",Modern Physics - Atoms
5052," If energy required to remove one of the two electrons from He atom is
\(29.5eV\), then what is the value of energy required to convert a
helium atom into \(\alpha\)-particle?

(1) \(54.4eV\)

(2) \(83.9eV\)

(3) \(29.5eV\)

(4) \(24.9eV\)

",Modern Physics - Atoms
5053," The maximum wavelength that a sample of hydrogen atoms can absorb is

(1) \(912\text{Å}\)

(2) \(1216\text{Å}\)

(3) \(1028\text{Å}\)

(4) Infinite

",Modern Physics - Atoms
5054," The lines in Balmer series have their wavelengths lying between

(1) \(1266\text{Å}\) to \(3647\text{Å}\)

(2) \(642\text{Å}\) to \(3000\text{Å}\)

(3) \(3647\text{Å}\) to \(6563\text{Å}\)

(4) Zero to infinity

",Modern Physics - Atoms
5055," If an electron in hydrogen atom jumps from third orbit to second
orbit, the frequency of the emitted radiation is given by ( \(\) is
speed of light)

(1) \(\frac{3\text{Rc}}{29}\)

(2) \(\frac{5\text{Rc}}{36}\)

(3) \(\frac{7\text{Rc}}{36}\)

(4) \(\frac{8\text{Rc}}{31}\)

",Modern Physics - Atoms
5056," Let \(F_{1}\) be the frequency of second line of Lyman series and
\(F_{2}\) be the frequency of first line of Balmer series then frequency
of first line of Lyman series is given by

(1) \(F_{1} - F_{2}\)

(2) \(F_{1} + F_{2}\)

(3) \(F_{2} - F_{1}\)

(4) \(\frac{F_{1}F_{2}}{F_{1} + F_{2}}\)

",Modern Physics - Atoms
5057," Identify the incorrect relationship

(1) Number of waves in an orbit, \(n = \frac{2\text{πr}}{\lambda}\)

(2) Number of revolutions of an electron per second in
\(n^{\text{th}\text{~}}\) orbit \(= \frac{v_{n}}{2\pi r_{n}}\)

(3) Wavelength of an electron \(= \frac{h}{p}\)

(4) Speed of a (de-Broglie wavelength) particle accelerated by a
potential difference \(V\) is \(V = \frac{2\text{eV}}{m}\)


",Modern Physics - Atoms
5058," If the difference between \((n + 1)^{t\text{th}}\) Bohr radius and
\(n^{\text{th}\text{~}}\) Bohr radius is equal to the
\((n - 1)^{\text{th~}}\) Bohr radius then find the value of \(n\)

(1) 4

(2) 3

(3) 2

(4) 1

",Modern Physics - Atoms
5059," If radius of first orbit of hydrogen atom is
\(5.29 \times 10^{- 11}\text{\ }m\), the radius of fourth orbit will be

(1) \(8.46\text{Å}\)

(2) \(10.23\text{Å}\)

(3) \(9.22\text{Å}\)

(4) \(9.48\text{Å}\)

",Modern Physics - Atoms
5060," Ratio of magnetic dipole moment to the angular momentum for hydrogen
like atoms is ( \(\) and \(m\) are electronic charge and mass
respectively)

(1) \(\frac{e}{m}\)

(2) \(\frac{2e}{m}\)

(3) \(\frac{e}{2m}\)

(4) \(\frac{e}{4m}\)

",Modern Physics - Atoms
5061," The ratio of energies of hydrogen atom in its first excited state to
third excited state is

(1) \(\frac{1}{4}\)

(2) \(\frac{4}{1}\)

(3) \(\frac{3}{4}\)

(4) \(\frac{4}{3}\)


",Modern Physics - Atoms
5062," What should be the ratio of minimum to maximum wavelength of
radiation emitted by transition of an electron to ground state of Bohr's
hydrogen atom?

(1) \(\frac{3}{4}\)

(2) \(\frac{1}{4}\)

(3) \(\frac{1}{8}\)

(4) \(\frac{3}{8}\)

",Modern Physics - Atoms
5063," The product of angular speed and tangential speed of electron in
\(n^{\text{th}\text{~}}\) orbit of hydrogen atom is

(1) Directly proportional to \(n^{2}\)

(2) Directly proportional to \(n^{3}\)

(3) Inversely proportional to \(n^{4}\)

(4) Independent of \(n\)

",Modern Physics - Atoms
5064," Ground state energy of \(H\)-atom is \(- 13.6eV\). The energy needed
to ionise \(H\)-atom from its second excited state is

(1) \(1.51eV\)

(2) \(3.4eV\)

(3) \(13.6eV\)

(4) \(12.1eV\)

",Modern Physics - Atoms
5065," The energy of hydrogen atom in its ground state is \(- 13.6eV\), the
energy of the level corresponding to \(n = 7\) is

(1) \(- 0.544eV\)

(2) \(- 5.40eV\)

(3) \(- 0.85eV\)

(4) \(- 0.28eV\)

",Modern Physics - Atoms
5066," Which series of hydrogen atom lie in infrared region?

(1) Lyman

(2) Balmer

(3) Brackett, Paschen and Pfund

(4) All of these

",Modern Physics - Atoms
5067," Total energy of an electron in the hydrogen atom in the ground state
is \(- 13.6eV\). The potential energy of this electron is

(1) \(13.6eV\)

(2) 0

(3) \(- 27.2eV\)

(4) \(- 13.6eV\)

",Modern Physics - Atoms
5068," If potential energy of an electron in a hydrogen atom in first
excited state is taken to be zero, kinetic energy (in \(eV\) ) of an
electron in ground state will be

(1) \(13.6eV\)

(2) \(10.2eV\)

(3) \(3.4eV\)

(4) \(5.1eV\)

",Modern Physics - Atoms
5069," Time period of revolution of an electron in
\(n^{\text{th}\text{~}}\) orbit in a hydrogen like atom is given by
\(T = \frac{T_{0}n^{a}}{Z^{b}} \cdot Z =\) atomic number

(1) \(T_{0} = 1.5 \times 10^{- 16}\text{\ }s,a = 3\)

(2) \(T_{0} = 6.6 \times 10^{15}\text{\ }s,a = 3\)

(3) \(T_{0} = 1.51 \times 10^{- 16}\text{\ }s,b = 3\)

(4) \(T_{0} = 6.6 \times 10^{15}\text{\ }s,b = 3\)

",Modern Physics - Atoms
5070," Maximum wavelength in balmer series of hydrogen spectrum is

(1) \(912\text{Å}\)

(2) \(3645\text{Å}\)

(3) \(6561\text{Å}\)

(4) \(8201\text{Å}\)

",Modern Physics - Atoms
5071," In Rutherford's experiment, number of particles scattered at
\(90^{\circ}\) angle are \(x\) per second. Number particles scattered
per second at angle \(60^{\circ}\) is

(1) \(x\)

(2) \(4x\)

(3) \(8x\)

(4) \(16x\)

",Modern Physics - Atoms
5072," Compton effect supports that

(1) X-rays are transverse waves

(2) X-rays have high frequency compared to visible light

(3) X-rays can easily penetrate matter

(4) Photons have momentum

",Modern Physics - Atoms
5073," Which is the correct relation between de-Broglie wavelength of an
electron in the \(n^{\text{th~}}\) Bohr orbit and radius of the orbit
\(\) ?

(1) \(\lambda = n2\text{πR}\)

(2) \(\lambda = \frac{2\text{πR}}{n}\)

(3) \(\lambda = \frac{4\text{πR}}{n}\)

(4) \(\lambda = \frac{2\text{πR}}{\text{nh}}\)

",Modern Physics - Atoms
5074," Atomic number of anticathode material in an \(X\)-ray tube is 41 .
Wavelength of \(K_{\alpha}X\)-ray produced in the tube is

(1) \(0.66\text{Å}\)

(2) \(0.76\text{Å}\)

(3) \(0.82\text{Å}\)

(4) \(0.88\text{Å}\)

",Modern Physics - Atoms
5075," Hydrogen atoms are excited from ground state to the principal
quantum number 5 . Number of spectral lines observed will be

(1) 5

(2) 4

(3) 10

(4) 8

",Modern Physics - Atoms
5076," If in Bohr's atomic model, it is assumed that force between electron
and proton varies inversely as \(r^{4}\), energy of the system will be
proportional to

(1) \(n^{2}\)

(2) \(n^{4}\)

(3) \(n^{6}\)

(4) \(n^{8}\)

",Modern Physics - Atoms
5078," The ratio of wavelengths of the last line of Balmer series and the
last line of Lyman series is {[}NEET - 2017{]}

(1) 2

(2) 1

(3) 4

(4) \(0.5\)

",Modern Physics - Atoms
5079," If an electron in a hydrogen atom jumps from the \(3^{\text{rd~}}\)
orbit to the \(2^{\text{nd~}}\) orbit, it emits a photon of wavelength
\(\lambda\). When it jumps from the \(4^{\text{th}\text{~}}\) orbit to
the \(3^{\text{rd~}}\) orbit, the corresponding wavelength of the photon
will be {[}NEET-(Phase-2)-2016{]}

(1) \(\frac{16}{25}\lambda\)

(2) \(\frac{9}{16}\lambda\)

(3) \(\frac{20}{7}\lambda\)


\[(4)\frac{20}{13}\lambda\]


",Modern Physics - Atoms
5080," When an \(\alpha\)-particle of mass \(m\) moving with velocity \(v\)
bombards on a heavy nucleus of charge 'Ze', its distance of closest
approach from the nucleus depends on \(m\) as

{[}NEET-2016{]}

(1) \(m\)

(2) \(\frac{1}{m}\)

(3) \(\frac{1}{\sqrt{m}}\)

(4) \(\frac{1}{m^{2}}\)

",Modern Physics - Atoms
5081," Given the value of Rydberg constant is \(10^{7}{\text{\ }m}^{- 1}\),
the wave number of the last line of the Balmer series in hydrogen
spectrum will be

{[}NEET-2016{]}

(1) \(2.5 \times 10^{7}{\text{\ }m}^{- 1}\)

(2) \(0.025 \times 10^{4}{\text{\ }m}^{- 1}\)

(3) \(0.5 \times 10^{7}{\text{\ }m}^{- 1}\)

(4) \(0.25 \times 10^{7}{\text{\ }m}^{- 1}\)

",Modern Physics - Atoms
5082," Consider \(3^{\text{rd~}}\) orbit of \(\text{He}^{+}\)(Helium) using
non-relativistic approach the speed of electron in this orbit will be
(given \(K = 9 \times 10^{9}\) constant \(Z = 2\) and \(h\) (Planck's
constant) \(= 6.6 \times 10^{- 34}\text{Js}\) ).

{[}AIPMT-2015{]}

(1) \(3.0 \times 10^{8}\text{\ }m/s\)

(2) \(2.92 \times 10^{6}\text{\ }m/s\)

(3) \(1.46 \times 10^{6}\text{\ }m/s\)

(4) \(0.73 \times 10^{6}\text{\ }m/s\)

",Modern Physics - Atoms
5083," Hydrogen atom in ground state is excited by a monochromatic radiation
of \(\lambda = 975\text{Å}\). Number of spectral lines in the resulting
spectrum emitted will be

{[}AIPMT-2014{]}

(1) 3

(2) 2

(3) 6

(4) 10

",Modern Physics - Atoms
5084," Ratio of longest wave lengths corresponding to Lyman and Balmer
series in hydrogen spectrum is:

{[}NEET-2013{]}

(1) \(\frac{3}{23}\)

(2) \(\frac{7}{29}\)

(3) \(\frac{9}{31}\)

(4) \(\frac{5}{27}\)

",Modern Physics - Atoms
5085," Electron in hydrogen atom first jumps from third excited state to
second excited state and then from second excited to the first excited
state. The ratio of the wavelengths \(\lambda_{1}:\lambda_{2}\) emitted
in the two cases is


(1) \[(1)\frac{27}{5}\]


(2) \(\frac{20}{7}\)

(3) \(\frac{7}{5}\)

(4) \(\frac{27}{20}\)

",Modern Physics - Atoms
5086," An electron of a stationary hydrogen atom passes from the fifth
energy level to the ground level. The velocity that the atom acquired as
a result of photon emission will be

{[}AIPMT (Prelims)-2012{]}

(1) \(\frac{25m}{24\text{hR}}\)

(2) \(\frac{24m}{25\text{hR}}\)

(3) \(\frac{24\text{hR}}{25m}\)

(4) \(\frac{25\text{hR}}{24m}\)

",Modern Physics - Atoms
5087," The transition from the state \(n = 3\) to \(n = 1\) in a hydrogen
like atom results in ultraviolet radiation.Infrared radiation will be
obtained in the transition from

{[}AIPMT (Mains)-2012{]}

(1) \(2 \rightarrow 1\)

(2) \(3 \rightarrow 2\)

(3) \(5 \rightarrow 2\)

(4) \(4 \rightarrow 2\)

",Modern Physics - Atoms
5088," The wavelength of the first line of Lyman series for hydrogen atom
is equal to that of the second line of Balmer series for a hydrogen like
ion. The atomic number \(Z\) of hydrogen like ion is

{[}AIPMT (Prelims)-2011{]}

(1) 2

(2) 3

(3) 4

(4) 1


",Modern Physics - Atoms
5089," An electron in the hydrogen atom jumps from excited state \(n\) to
the ground state. The wavelength so emitted illuminates a photosensitive
material having work function \(2.75eV\). If the stopping potential of
the photoelectron is \(10\text{\ }V\), then the value of \(n\) is

{[}AIPMT (Mains)-2011{]}

(1) 5

(2) 2

(3) 3

(4) 4

",Modern Physics - Atoms
5090," Out of the following which one is not a possible energy for a photon
to be emitted by hydrogen atom according to Bohr's atomic model?

{[}AIPMT (Mains)-2011{]}

(1) \(13.6eV\)

(2) \(0.65eV\)

(3) \(1.9eV\)

(4) \(11.1eV\)

",Modern Physics - Atoms
5091," The energy of a hydrogen atom in the ground state is \(- 13.6eV\).
The energy of a \(\text{He}^{+}\)ion in the first excited state will be

{[}AIPMT (Prelims)-2010{]}

(1) \(- 6.8eV\)

(2) \(- 13.6eV\)

(3) \(- 27.2eV\)

(4) \(- 54.4eV\)

",Modern Physics - Atoms
5092," An alpha nucleus of energy \(\frac{1}{2}mv^{2}\) bombards a heavy
nuclear target of charge Ze. Then the distance of closest approach for
the alpha nucleus will be proportional to

{[}AIPMT (Prelims)-2010{]}

(1) \(\frac{1}{\text{Ze}}\)

(2) \(v^{2}\)

(3) \(\frac{1}{m}\)

(4) \(\frac{1}{v^{4}}\)

",Modern Physics - Atoms
5093," The electron in the hydrogen atom jumps from excited state
\((n = 3)\) to its ground state \((n = 1)\) and the photons thus emitted
irradiate a photosensitive material. If the work function of the
material is \(5.1eV\), the stopping potential is estimated to be (the
energy of the electron in \(n^{\text{th~}}\) state
\(E_{n} = - \frac{13.6}{n^{2}}\text{eV}\) ) {[}AIPMT (Mains)-2010{]}

(1) \(5.1\text{\ }V\)

(2) \(12.1\text{\ }V\)

(3) \(17.2\text{\ }V\)

(4) \(7\text{\ }V\)

",Modern Physics - Atoms
5094," The ionization energy of the electron in the hydrogen atom in its
ground state is \(13.6eV\). The atoms are excited to higher energy
levels to emit radiations of 6 wavelengths. Maximum wavelength of
emitted radiation corresponds to the transition between:

{[}AIPMT (Prelims)-2009{]}

(1) \(n = 3\) to \(n = 1\) states

(2) \(n = 2\) to \(n = 1\) states

(3) \(n = 4\) to \(n = 3\) states

(4) \(n = 3\) to \(n = 2\) states

",Modern Physics - Atoms
5095," In the phenomenon of electric discharge through gases at low
pressure, the coloured glow in the tube appears as a result of

{[}AIPMT (Prelims)-2008{]}

(1) Collision between different electrons of the atoms of the gas

(2) Excitation of electrons in the atoms

(3) Collision between the atoms of the gas

(4) Collisions between the charged particles emitted from the cathode
and the atoms of the gas

",Modern Physics - Atoms
5096," The ground state energy of hydrogen atom is \(- 13.6eV\). When its
electron is in the first excited state, its excitation energy is

{[}AIPMT (Prelims)-2008{]}

(1) Zero

(2) \(3.4eV\)

(3) \(6.8eV\)

(4) \(10.2eV\)

",Modern Physics - Atoms
5097," \textbf{20.} The total energy of electron in the ground state of
hydrogen atom is \(- 13.6eV\). The kinetic energy of an electron in the
first excited state is


{[}AIPMT (Prelims)-2007{]}

(1) \(1.7eV\)

(2) \(3.4eV\)

(3) \(6.8eV\)

(4) \(13.6eV\)

",Modern Physics - Atoms
5098," Ionization potential of hydrogen atom is \(13.6eV\). Hydrogen atoms
in the ground state are excited by monochromatic radiation of photon
energy \(12.1eV\). According to Bohr's theory, the spectral lines
emitted by hydrogen will be:

{[}AIPMT (Prelims)-2006{]}

(1) Two

(2) Three

(3) Four

(4) One

",Modern Physics - Atoms
5099," In a discharge tube ionization of enclosed gas is produced due to
collisions between:

{[}AIPMT (Prelims)-2006{]}

(1) Positive ions and neutral atoms/molecules

(2) Negative electrons and neutral atoms/molecules

(3) Photons and neutral atoms/molecules

(4) Neutral gas atoms/molecules

",Modern Physics - Atoms
5100," Energy levels \(A,B\) and \(C\) of a certain atom correspond to
increasing values of energy i.e., \(E_{A} < E_{B} < E_{C}\). If
\(\lambda_{1},\lambda_{2}\) and \(\lambda_{3}\) are wavelengths of
radiations corresponding to transitions \(C\) to \(B,B\) to \(A\) and
\(C\) to A respectively, which of the following relations is correct ?

{[}AIPMT (Prelims)-2005{]}

(1) \(\lambda_{3} = \lambda_{1} + \lambda_{2}\)

(2)
\(\lambda_{3} = \frac{\lambda_{1}\lambda_{2}}{\lambda_{1} + \lambda_{2}}\)

(3) \(\lambda_{1} + \lambda_{2} + \lambda_{3} = 0\)

(4) \(\lambda_{3}^{2} = \lambda_{1}^{2} + \lambda_{2}^{2}\)

",Modern Physics - Atoms
5101," The total energy of an electron in the first excited state of
hyrogen is about \(- 3.4eV\). Its kinetic energy in this state is :

{[}AIPMT (Prelims)-2005{]}

(1) \(- 3.4eV\)

(2) \(- 6.8eV\)

(3) \(6.8eV\)

(4) \(3.4eV\)

",Modern Physics - Atoms
5102," In a Rutherford scattering experiment when a projectile of charge
\(z_{1}\) and mass \(M_{1}\) approaches a target nucleus of charge
\(z_{2}\) and mass \(M_{2}\), the distance of closest approach is
\(r_{0}\). The energy of the projectile is

(1) Directly proportional of mass \(M_{1}\)

(2) Directly proportional of \(M_{1} \times M_{2}\)

(3) Directly proportional of \(z_{1}z_{2}\)

(4) Inversely proportional to \(z_{1}\)

",Modern Physics - Atoms
5103," An electron makes a transition from orbit \(n = 4\) to the orbit
\(n = 2\) of a hydrogen atom. What is the wavelength of the emitted
radiations? ( \(=\) Rydberg's constant)

(1) \(\frac{16}{4R}\)

(2) \(\frac{16}{5R}\)

(3) \(\frac{16}{2R}\)

(4) \(\frac{16}{3R}\)

",Modern Physics - Atoms
5104," When a hydrogen atom is raised from the ground state to an excited
state,

(1) Both K.E. and P.E. increase

(2) Both K.E. and P.E, decrease

(3) The P.E. decreases and K.E. increases

(4) The P.E. increases and K.E. decreases

",Modern Physics - Atoms
5106," The energy of a hydrogen atom in its ground state is \(- 13.6eV\).
The energy of the level corresponding to the quantum number \(n = 2\) in
the hydrogen atom is

(1) \(0.54eV\)

(2) \(- 3.4eV\)

(3) \(- 2.72eV\)

(4) \(- 0.85eV\)

",Modern Physics - Atoms
5107," According to Bohr's principle, the relation between principal
quantum number \((n)\) and radius of orbit is

(1) \(r \propto \frac{1}{n}\)

(2) \(r \propto \frac{1}{n^{2}}\)

(3) \(r \propto n\)

(4) \(r \propto n^{2}\)

",Modern Physics - Atoms
5108," When hydrogen atom is in its first excited level, its radius is of
the Bohr radius.

(1) Twice

(2) 4 times

(3) Same

(4) Half

",Modern Physics - Atoms
5109," Atomic weight of Boron is \(10.81\) and it has two isotopes
\(\ _{5}{\text{\ }B}^{10}\) and \(\ _{5}{\text{\ }B}^{11}\). Then the
ratio \(\ _{5}\ _{5}{\text{\ }B}^{10}:\ _{5}{\text{\ }B}^{11}\) in
nature would be

(1) \(15:16\)

(2) \(10:11\)

(3) \(19:81\)

(4) \(81:19\)

",Modern Physics - Atoms
5110," In the Bohr model of a hydrogen atom, the centripetal force is
furnished by the coulomb attraction between the proton and the electron.
If \(a_{0}\) is the radius of the ground state orbit, \(m\) is the mass
and \(e\) is the charge on the electron and \(\varepsilon_{0}\) is the
vacuum permittivity, the speed of the electron is

(1) \(\frac{e}{\sqrt{4\pi\varepsilon_{0}a_{0}m}}\)

(2) \(\frac{e}{\sqrt{\varepsilon_{0}a_{0}m}}\)

(3) Zero

(4) \(\frac{\sqrt{4\pi\varepsilon_{0}a_{0}m}}{e}\)

",Modern Physics - Atoms
5111," Maximum frequency of emission is obtained for the transition

(1) \(n = 2\) to \(n = 1\)

(2) \(n = 6\) to \(n = 2\)

(3) \(n = 1\) to \(n = 2\)

(4) \(n = 2\) to \(n = 6\)

",Modern Physics - Atoms
5112," When an electron do transition from \(n = 4\) to \(n = 2\), then
emitted line in spectrum will be

(1) First line of Lyman series

(2) Second line of Balmer series

(3) First line of Paschen series

(4) Second line of Paschen series

",Modern Physics - Atoms
5113," The energy of hydrogen atom in \(n^{\text{th}\text{~}}\) orbit is
\(E_{n}\) then the energy in \(n^{\text{th~}}\) orbit of singly ionised
helium atom will be

(1) \(4E_{n}\)

(2) \(E_{n}/4\)

(3) \(2E_{n}\)

(4) \(E_{n}/2\)

",Modern Physics - Atoms
5114," In which of the following systems will the radius of the first orbit
\((n = 1)\) be minimum?

(1) Doubly ionized lithium

(2) Singly lonized helium

(3) Deuterium atom

(4) Hydrogen atom

",Modern Physics - Atoms
5115," The Bohr model of atoms

(1) Assumes that the angular momentum of electrons is quantized

(2) Uses Einstein's photo-electric equation

(3) Predicts continuous emission spectra for atoms

(4) Predicts the same emission spectra for all types of atom

",Modern Physics - Atoms
5116," Energy \(E\) of a hydrogen atom with principal quantum number \(n\)
is given by \(E = \frac{- 13.6}{n^{2}}\text{eV}\). The energy of a
photon ejected when the electron jumps from \(n = 3\) state to \(n = 2\)
state of hydrogen is approximately

(1) \(1.5eV\)

(2) \(0.85eV\)

(3) \(3.4eV\)

(4) \(1.9eV\)

",Modern Physics - Atoms
5117," The ratio of radii of first shell of \(H\) atom and that of fourth
shell of \(\text{He}^{+}\)ion is

(1) \(1:8\)

(2) \(1:4\)

(3) \(1:\sqrt{8}\)

(4) \(1:3\)

",Modern Physics - Atoms
5118," The ionisation energy of 10 times ionised sodium atom is

(1) \(13.6eV\)

(2) \(13.6 \times 11eV\)

(3) \(\frac{13.6}{(11)^{2}}\text{eV}\)

(4) \(13.6 \times (11)^{2}\text{eV}\)

",Modern Physics - Atoms
5119," The wavelength of radiation emitted is \(\lambda_{0}\) when an
electron jumps from third to second orbit of hydrogen atom. For the
electron to jump from the fourth to the second orbit of the hydrogen
atom, the wavelength of radiation emitted will be

(1) \(\frac{16}{25}\lambda_{0}\)

(2) \(\frac{20}{27}\lambda_{0}\)

(3) \(\frac{27}{20}\lambda_{0}\)

(4) \(\frac{25}{16}\lambda_{0}\)

",Modern Physics - Atoms
